Symbol,Scanner_Category,Scanner_Notes,RS_Score,CANSLIM_Score,C_Score,A_Score,N_Score,S_Score,L_Score,I_Score,M_Score,Current_Growth,Annual_Growth,Revenue_Growth,ROE,Shares_Outstanding,Proximity_to_High,Avg_Volume_50,UpDown_Volume_Ratio,Volume_Ratio,Is_Breakout,Has_Volume_Surge,Market_Bullish,Market_Score,Distribution_Days,Follow_Through,Quarterly_Income_Available,Annual_Income_Available,Balance_Sheet_Available,Current_Earnings_Available,Annual_Earnings_Available,Revenue_Growth_Available,Institutional_Data_Available,Has_Fundamentals,Data_Availability_C,Data_Availability_A,Data_Availability_N_Revenue,Data_Availability_I_Level,Data_Availability_I_Trend,Income_Statement_Error,Balance_Sheet_Error
SRE,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",78.93570219966159,55.7770744233646,0.0,0.0,100.0,40.65250492918208,78.93570219966159,50.0,5.499999999999999,,,,,,0.9925403225806451,3924410.96,0.9435576635207106,0.56325879795219,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/SRE?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/SRE?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
WAB,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",80.59390862944163,55.490644118918766,0.0,0.0,83.78653976886493,51.97418562630498,80.59390862944163,50.0,5.499999999999999,,,,,,0.9670292318150919,921160.24,1.1894837125260997,1.3636650231451588,True,True,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/WAB?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/WAB?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
HAL,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",90.04568527918781,55.47160910342548,0.0,0.0,72.42701632855012,44.325463181914394,90.04568527918781,50.0,5.499999999999999,,,,,,0.9579416130628401,15318770.5,0.8539314197837665,0.9980959633803509,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/HAL?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/HAL?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
CBOE,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",81.92047377326564,55.282736436242054,0.0,0.0,88.90795913674731,43.05614371605268,81.92047377326564,50.0,5.499999999999999,,,,,,0.9711263673093978,914178.86,0.9613035474479428,0.7485045103755735,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/CBOE?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/CBOE?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
FE,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",76.11675126903553,55.09218694175709,0.0,0.0,100.0,42.523525641592975,76.11675126903553,50.0,5.499999999999999,,,,,,0.9853168469860897,4709705.0,0.8757217303135053,0.8136006395305014,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/FE?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/FE?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
LNG,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",88.38747884940778,54.94773271460777,0.0,0.0,71.78522111077407,45.40235112075304,88.38747884940778,50.0,5.499999999999999,,,,,,0.9574281768886193,3056208.16,0.9919827835079136,0.9119594785716428,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/LNG?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/LNG?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
BK,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",77.94077834179356,54.58222446215542,0.0,0.0,95.71154298252496,40.359134875742726,77.94077834179356,50.0,5.499999999999999,,,,,,0.97656923438602,3635689.28,1.024058815157119,1.0102034902168537,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/BK?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/BK?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
DVN,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",86.56345177664974,54.44112226641832,0.0,0.0,74.10697138467457,43.94229752732664,86.56345177664974,50.0,5.499999999999999,,,,,,0.9592855771077397,15038563.04,0.9590537857026502,0.8282291976215302,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/DVN?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/DVN?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
XOM,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",88.22165820642978,54.34052889904548,0.0,0.0,69.88831865632473,44.29127387556588,88.22165820642978,50.0,5.499999999999999,,,,,,0.9559106549250598,23710790.0,1.0901482335872839,1.0646013903374794,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/XOM?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/XOM?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
VRT,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",96.67851099830796,54.150344226419364,0.0,0.0,62.264629200463496,33.95524204822708,96.67851099830796,50.0,5.499999999999999,,,,,,0.9498117033603708,8360346.7,0.6617155909199235,0.35167189896562545,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/VRT?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/VRT?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
AEP,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",75.12182741116752,54.06033920762449,0.0,0.0,100.0,38.83821081959959,75.12182741116752,50.0,5.499999999999999,,,,,,0.9908311591502048,3620338.14,0.8703209008980066,0.5012277665312224,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/AEP?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/AEP?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
FANG,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",81.09137055837563,53.9871493443629,0.0,0.0,83.64038775409273,42.85619252315189,81.09137055837563,50.0,5.499999999999999,,,,,,0.9669123102032742,3153333.34,0.9087481210471688,0.7994974613118447,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/FANG?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/FANG?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
OXY,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",90.54314720812182,53.7794143535672,0.0,0.0,62.7264492753624,43.72403525301352,90.54314720812182,50.0,5.499999999999999,,,,,,0.9501811594202899,17536392.16,1.1473102216121471,0.7677387616085337,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/OXY?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/OXY?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
JNJ,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",83.41285956006769,53.1919191287357,0.0,0.0,73.95598648213712,43.523849605773826,83.41285956006769,50.0,5.499999999999999,,,,,,0.9591647891857097,8432221.3,0.9952248617679671,0.744941312202041,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/JNJ?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/JNJ?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
WMB,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",75.45346869712351,52.83068147509934,0.0,0.0,88.6113296616838,42.800481057115505,75.45346869712351,50.0,5.499999999999999,,,,,,0.970889063729347,7310137.02,0.933413054595047,0.762604720643116,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/WMB?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/WMB?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
CSX,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",80.26226734348562,52.60107955117438,0.0,0.0,74.32823720176053,46.203165642727264,80.26226734348562,50.0,5.499999999999999,,,,,,0.9594625897614084,13200587.36,0.9771778096441219,1.0006098698323376,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/CSX?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/CSX?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
EOG,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",81.25719120135363,52.546748388682005,0.0,0.0,77.79871906064457,40.44401467439918,81.25719120135363,50.0,5.499999999999999,,,,,,0.9622389752485156,5596516.3,0.754317373374397,0.7912020197278796,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/EOG?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/EOG?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
CVX,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",82.08629441624366,52.38437004778918,0.0,0.0,68.10916410134972,47.582282329003434,82.08629441624366,50.0,5.499999999999999,,,,,,0.9544873312810798,13157927.4,1.196763443487342,0.8878228800684825,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/CVX?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/CVX?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
EIX,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",77.44331641285956,52.299482806466045,0.0,0.0,81.30648591174909,43.204036698094974,77.44331641285956,50.0,5.499999999999999,,,,,,0.9650451887293993,3469413.08,0.9927369655350368,0.72045845863935,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/EIX?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/EIX?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
TER,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",97.67343485617597,51.83775374887695,0.0,0.0,43.54325885304255,37.96751705342874,97.67343485617597,50.0,5.499999999999999,,,,,,0.934834607082434,3590830.72,0.9432659212123008,0.528089221649524,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/TER?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/TER?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
MRK,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",78.10659898477158,51.7144726877908,0.0,0.0,78.09852335996116,41.86787845334505,78.10659898477158,50.0,5.499999999999999,,,,,,0.9624788186879689,11447014.5,1.0579643537845702,0.9940372662234332,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/MRK?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/MRK?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
CM,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",84.90524534686972,51.34322036812803,0.0,0.0,58.73493975903619,45.59228157192855,84.90524534686972,50.0,5.499999999999999,,,,,,0.946987951807229,1369843.12,0.7362725867229467,1.4055200715246865,False,True,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/CM?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/CM?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
CAT,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",92.36717428087987,49.813596524679866,0.0,0.0,43.45161290322588,37.53881942075364,92.36717428087987,50.0,5.499999999999999,,,,,,0.9347612903225807,2937108.62,0.9148803610951265,0.5287897728481011,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/CAT?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/CAT?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
EBAY,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",80.75972927241962,49.61922577626073,0.0,0.0,65.95464920115121,37.18163402344352,80.75972927241962,50.0,5.499999999999999,,,,,,0.952763719360921,5529696.46,1.0441934720935049,0.6475699029599177,True,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/EBAY?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/EBAY?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
BKR,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",86.89509306260575,48.574464670523554,0.0,0.0,48.19184799264467,36.92752157002337,86.89509306260575,50.0,5.499999999999999,,,,,,0.9385534783941157,10100079.6,0.8680741783462637,0.48736021842837757,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/BKR?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/BKR?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
LHX,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",87.72419627749576,48.39885915208494,0.0,0.0,44.15028535193393,38.3450474295417,87.72419627749576,50.0,5.499999999999999,,,,,,0.9353202282815472,1387811.6,0.9540666618936717,0.5404544824383943,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/LHX?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/LHX?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
GLW,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",97.34179357021996,48.33770045360958,0.0,0.0,32.2025182322508,30.721247122161934,97.34179357021996,50.0,5.499999999999999,,,,,,0.9257620145858007,13191328.04,1.0008020397042574,0.590793055586843,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/GLW?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/GLW?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
HPE,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",78.27241962774957,48.292478210060075,0.0,0.0,47.85714285714284,52.956648042688414,78.27241962774957,50.0,5.499999999999999,,,,,,0.9382857142857143,18538361.04,1.0173503954840692,0.5500101642210762,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/HPE?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/HPE?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
FNV,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",90.70896785109983,48.23650512245592,0.0,0.0,37.800014243999804,37.83282822730808,90.70896785109983,50.0,5.499999999999999,,,,,,0.9302400113951999,933243.36,0.8876273438763967,0.6484760845231194,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/FNV?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/FNV?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
C,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",79.2673434856176,47.957495525548765,0.0,0.0,57.94013088793726,39.041407531345705,79.2673434856176,50.0,5.499999999999999,,,,,,0.9463521047103498,14980802.96,0.8719332348155596,0.5641647528885194,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/C?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/C?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
HUBB,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",75.95093062605753,47.89379574089602,0.0,0.0,57.30251941655623,45.96149590625678,75.95093062605753,50.0,5.499999999999999,,,,,,0.945842015533245,587511.48,0.9598632603439784,1.05622787149623,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/HUBB?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/HUBB?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
RIO,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",84.2419627749577,47.75183428876693,0.0,0.0,49.092081762254374,36.80908127604829,84.2419627749577,50.0,5.499999999999999,,,,,,0.9392736654098035,3659156.36,0.8504175320973651,0.49068660187016444,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/RIO?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/RIO?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
LRCX,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",96.01522842639594,47.718135483412766,0.0,0.0,29.85409652076318,32.31519178521515,96.01522842639594,50.0,5.499999999999999,,,,,,0.8992704826038159,11002147.02,0.8514152371027865,0.6199605393020825,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/LRCX?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/LRCX?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
PSX,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",88.05583756345177,47.41600373957986,0.0,0.0,34.84172509029092,41.58462035049473,88.05583756345177,50.0,5.499999999999999,,,,,,0.9278733800722327,3223607.44,1.0748752301217583,1.1838538255762308,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/PSX?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/PSX?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
EME,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",90.37732656514382,47.287130670138865,0.0,0.0,29.08038976857487,41.99417578690121,90.37732656514382,50.0,5.499999999999999,,,,,,0.9232643118148599,384359.36,0.733635267644815,1.4170124541782982,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/EME?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/EME?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
AMAT,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",94.5228426395939,46.934730277768836,0.0,0.0,29.420179769591098,31.425151478949676,94.5228426395939,50.0,5.499999999999999,,,,,,0.8971008988479555,7498482.2,0.8775269373257083,0.5370830912954624,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/AMAT?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/AMAT?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
SLB,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",79.93062605752961,46.7962627512231,0.0,0.0,51.40186915887859,37.86632385778922,79.93062605752961,50.0,5.499999999999999,,,,,,0.9411214953271029,19705305.74,0.8922780451710125,0.5038738363670779,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/SLB?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/SLB?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
NTRS,watchlist_candidate,"below_buy_score,market_not_bullish,missing_fundamentals",75.28764805414552,45.75691977831871,0.0,0.0,50.95284237726083,41.88492029520102,75.28764805414552,50.0,5.499999999999999,,,,,,0.9407622739018087,1105619.54,0.8525656959902841,0.9084481267398729,False,False,False,0.05499999999999999,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/income-statement/NTRS?period=quarter&limit=8&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47,403 Client Error: Forbidden for url: https://financialmodelingprep.com/api/v3/balance-sheet-statement/NTRS?limit=5&apikey=3jCYnEGfwvbhbMaHPR3eIj3fXJibdw47
